Epoch,Total,L1,L2,Lbg,r1500,r5000,rmse_ROI,rmse_R1,rmse_R2,rmse_R3
0.0,73.13233184814453,37.8736686706543,32.972991943359375,22.848896026611328,5.5040906043085185,5.2106893292922365,12.518489789041347,7.518701074150094,27.44999253417215,6.229599930988959
1.0,43.219764709472656,10.68567943572998,31.68595314025879,8.425748825073242,5.438985627472969,5.196742807054229,12.491355846485375,7.428516207720079,27.446869356975206,6.225294005902604
2.0,44.7452507019043,13.1334867477417,30.99263572692871,6.150371551513672,5.381874333418775,5.190103789772362,12.474179263562394,7.346735085842382,27.456276281117695,6.237730308797857
3.0,35.40385055541992,9.916903495788574,24.341020584106445,11.416820526123047,5.024487512908079,5.1218743961914,12.3404398018623,6.856653726970721,27.4464670141234,6.243609728774419
4.0,28.738224029541016,3.588848352432251,24.544588088989258,5.953123092651367,4.815336827054311,5.08660755144787,12.257331128581162,6.56232106253782,27.42780782706406,6.236112812146983
5.0,27.42453384399414,3.0755579471588135,23.47389793395996,8.59229850769043,4.6743072103688945,5.060570955642441,12.200535571643364,6.360184446458074,27.409613343052364,6.233710419477659
6.0,25.916004180908203,2.283186674118042,22.658443450927734,9.570672035217285,4.7750432511391265,5.055500049831747,12.22245655590595,6.492778521637926,27.38357775727018,6.224158129396637
7.0,25.29652214050293,1.8422188758850098,22.068649291992188,13.707459449768066,4.502311753864045,5.084922326962607,12.143526888987344,6.101238488722032,27.42443351582659,6.233833569763895
8.0,26.099985122680664,1.7016013860702515,23.704988479614258,6.800103187561035,4.513363505197182,5.020034542221173,12.125583373493292,6.1186014192424825,27.369117904369272,6.218915365639485
9.0,24.970537185668945,2.0325708389282227,22.088821411132812,8.371379852294922,4.63259499460097,5.067850624331622,12.160914938314933,6.260454266952227,27.37869328500344,6.209186961338144
10.0,25.082164764404297,2.0735933780670166,21.749235153198242,12.4666748046875,4.4922910350010845,5.065165769392872,12.10645882622768,6.051583313479569,27.36960441815575,6.200782296877997
11.0,24.231517791748047,1.5979926586151123,21.364004135131836,12.550546646118164,4.0609673056692825,4.909991230329903,11.929745824910556,5.451074104148546,27.249667298895726,6.199894754486969
12.0,24.094524383544922,1.74779212474823,21.44324493408203,8.869001388549805,3.494538256195699,4.801807856359411,11.753637432704018,4.660604340834997,27.177002656015876,6.238927825169185
13.0,24.021398544311523,1.5869218111038208,21.696380615234375,7.201000213623047,3.5885039814282513,4.9190559326028165,11.78707603926224,4.760831981642293,27.207286759341986,6.258382869754324
14.0,23.21149444580078,1.4491569995880127,20.754541397094727,9.898133277893066,4.006341961203744,5.114694546987929,11.94873988330322,5.348576212947827,27.3051803799304,6.30744721618835
15.0,24.099050521850586,2.1567084789276123,20.678913116455078,12.475996017456055,3.4156552542826772,4.955309124019445,11.749303126099605,4.499669976885293,27.153920100341885,6.40260922456728
