Epoch,Total,L_phy,rmse_fit,rmse_holdout,rmse_truth
0.0,17.031457901000977,17.030454635620117,3.6810880491065574,,8.020993093547913
5.0,1.6189855337142944,1.6024837493896484,2.0045304829616466,,4.181667798867589
10.0,1.4528754949569702,1.4358471632003784,1.223602106376545,,1.8073960989465934
15.0,1.3734638690948486,1.35601007938385,1.9622087436010711,,2.676049435354969
20.0,1.284906029701233,1.265799880027771,3.8899507810537672,,7.02224328633127
25.0,1.2139140367507935,1.1933538913726807,4.563095286812675,,8.360118788407702
30.0,1.1465250253677368,1.1263889074325562,3.96048813135094,,8.071510684238081
35.0,1.1316556930541992,1.1107031106948853,3.1675531441473446,,5.776555309984657
40.0,1.1676931381225586,1.1466920375823975,2.280127284811325,,3.8578783866204533
45.0,1.163153052330017,1.142484426498413,2.2486584514841557,,4.202007287636298
50.0,1.0715010166168213,1.0499776601791382,2.076148917982829,,3.4919763667239017
55.0,1.120690107345581,1.0986043214797974,1.1274316951423133,,1.198375486617618
60.0,1.0887820720672607,1.067280888557434,1.2756305037732474,,1.4953395727805905
65.0,1.1146740913391113,1.0932806730270386,1.2384732920825852,,1.3608261265007435
70.0,1.1403002738952637,1.1186740398406982,1.1131436540353334,,1.1632942714150034
75.0,1.1162793636322021,1.0950599908828735,1.3124994627660727,,1.2235454584262806
80.0,1.1075952053070068,1.0863876342773438,1.142416044061781,,1.229033826806721
85.0,1.1053705215454102,1.0837770700454712,1.4985633095430606,,1.5021996933992614
90.0,1.0935471057891846,1.071792721748352,1.0437747652333746,,0.7698246873026813
95.0,1.071344017982483,1.0495975017547607,1.0117168841491162,,0.6327578991477086
100.0,1.0780383348464966,1.0559300184249878,1.0761399329429722,,0.9290594518439759
105.0,1.0563613176345825,1.0342049598693848,1.1240248537481652,,1.1611813244561775
110.0,1.0497236251831055,1.0276978015899658,1.0850737208838466,,1.0299637706643645
115.0,1.0436272621154785,1.0213152170181274,1.059227779097441,,0.9812838083445746
120.0,1.0426039695739746,1.0202161073684692,1.059051529730838,,1.0009064946683421
125.0,1.0406291484832764,1.0181888341903687,1.0477238803897124,,0.9686946696354125
130.0,1.052761435508728,1.0301029682159424,1.0362774677611566,,0.8983043879359219
135.0,1.043400764465332,1.0207515954971313,1.0302922940702868,,0.8572282526721405
140.0,1.075886607170105,1.053375005722046,1.1259320466454146,,0.9144580247697217
145.0,1.070491075515747,1.0480295419692993,1.0420747076714503,,0.7714523499711462
150.0,1.0418449640274048,1.0194103717803955,0.9984131717177952,,0.683137363551881
155.0,1.0370484590530396,1.0142401456832886,0.998637292896685,,0.6682220658552593
160.0,1.0366477966308594,1.0138359069824219,0.9940787165191838,,0.6995018088011454
165.0,1.0327180624008179,1.0097792148590088,1.0074022633844126,,0.7833770274792349
170.0,1.0333667993545532,1.010191798210144,1.0036741456018736,,0.7918480604344336
175.0,1.033804178237915,1.0105466842651367,1.0136632364251636,,0.7971760411057786
180.0,1.0291037559509277,1.0057189464569092,0.9885477618875506,,0.7488412672960042
185.0,1.0296037197113037,1.0061496496200562,0.9973273999417611,,0.7824910757370575
190.0,1.0324654579162598,1.008742094039917,1.0282464074724897,,0.8858354472014235
195.0,1.0461757183074951,1.0229976177215576,0.9997149512475578,,0.8148698351567242
200.0,1.0593698024749756,1.036551833152771,1.0010817338627005,,0.8139553248459686
205.0,1.0366599559783936,1.0139504671096802,1.0069016003644355,,0.7970754049462611
210.0,1.0332788228988647,1.0101122856140137,1.009841335293882,,0.8012450760405492
215.0,1.0371674299240112,1.0138617753982544,0.9973540537432483,,0.7682973235076036
220.0,1.031935691833496,1.0085757970809937,1.0136938010543148,,0.8214349023597673
225.0,1.0324976444244385,1.0088508129119873,0.9934343215860953,,0.8233996683878267
230.0,1.0300686359405518,1.0063207149505615,1.003126393919227,,0.8555689349046293
235.0,1.034244179725647,1.0103867053985596,0.9990609520525944,,0.8668939435264477
240.0,1.0272599458694458,1.0033634901046753,0.987275353446178,,0.8374124957606021
245.0,1.0258160829544067,1.001892328262329,0.9928802321280981,,0.8508062837016002
250.0,1.0305588245391846,1.006597638130188,1.0015234710209335,,0.9140247061432767
255.0,1.0298306941986084,1.0058523416519165,0.9893364956120968,,0.8985254746537847
260.0,1.0357080698013306,1.0115430355072021,0.9964831741123686,,0.947514259599057
265.0,1.0404585599899292,1.0162309408187866,1.0207876686453194,,0.9477893959315014
270.0,1.038059115409851,1.014087438583374,1.0108615007534152,,0.9634944959358248
275.0,1.0325169563293457,1.008670687675476,1.0611818545600356,,1.1539755708499957
280.0,1.0277179479599,1.0038855075836182,1.0250042241278623,,1.0407985854177946
285.0,1.0431373119354248,1.0192344188690186,0.9917978943954752,,0.9095386307252733
290.0,1.041843295097351,1.0178282260894775,1.0109206666280024,,0.9461761433779987
295.0,1.0301496982574463,1.006122350692749,0.999892210999091,,0.919807474212417
300.0,1.0448503494262695,1.02078378200531,1.0693966581461125,,1.0566334293425546
305.0,1.0511868000030518,1.0270330905914307,1.0814723608877106,,1.0872983249370325
310.0,1.060395359992981,1.0365442037582397,1.110726507347452,,1.1471265347443578
315.0,1.043992280960083,1.0204585790634155,1.0049814057757216,,0.9719170613107926
320.0,1.0336624383926392,1.010040521621704,1.0273933374469464,,0.9536461940380121
325.0,1.0300146341323853,1.0059702396392822,0.9870582869178777,,0.8925393248452244
330.0,1.0247594118118286,1.0006158351898193,1.0027665264900851,,0.9407865467701779
335.0,1.0231425762176514,0.9987684488296509,0.9883213995054358,,0.952590838297382
340.0,1.0217394828796387,0.9970621466636658,0.9848976304966562,,0.9735832456347713
345.0,1.0197694301605225,0.9948127865791321,0.9850913638745181,,0.9958345908530298
350.0,1.0183273553848267,0.9931824803352356,0.9864719526222305,,1.024139840078681
355.0,1.017919659614563,0.9925587773323059,0.9880440560210401,,1.0494250944154546
360.0,1.017303705215454,0.9917390942573547,0.9894391371522703,,1.0806798864523541
365.0,1.0168217420578003,0.9911451935768127,0.9894132250059559,,1.08797393978276
370.0,1.0210334062576294,0.9952476024627686,0.9996694799331377,,1.109774902667487
375.0,1.0202689170837402,0.9944243431091309,0.9948317335870186,,1.1089222306301234
380.0,1.0163161754608154,0.9903910756111145,0.9801096728073374,,1.1007753195387844
385.0,1.01609468460083,0.9900173544883728,0.9870805122376578,,1.1273428355283985
390.0,1.0180383920669556,0.991817057132721,0.9867233969171334,,1.140058511545984
395.0,1.0167653560638428,0.9904654622077942,0.9885367314082683,,1.1476206786545733
400.0,1.0170936584472656,0.990704357624054,0.9874068440393906,,1.1696685271800202
405.0,1.0128535032272339,0.9863756895065308,0.9810822475234575,,1.1791850258590904
410.0,1.013095736503601,0.9864888191223145,0.9817717741056617,,1.193559013048682
415.0,1.0146381855010986,0.9878854751586914,0.9927634226358785,,1.239921281491752
420.0,1.0119565725326538,0.9850656390190125,0.9798535111132567,,1.2339343462920305
425.0,1.013633370399475,0.9865972399711609,1.0008092985774522,,1.2623077565975567
430.0,1.0126776695251465,0.9855085611343384,1.0119966722027236,,1.2454934275698935
435.0,1.013472318649292,0.9863561987876892,0.9893220793769739,,1.323279869424512
440.0,1.014636516571045,0.9875917434692383,0.979904819633816,,1.2412166217903535
