alpha,rmse_fit,rmse_truth,amp_ratio
0.0001,0.46602553448942935,7.688241345703325,3.105093374371849
0.0001333521432163324,0.468022611357026,6.5504676418212675,2.8979517234428607
0.00017782794100389227,0.46995680625444464,5.577563656586293,2.7370244286129783
0.00023713737056616554,0.4718300550374233,4.746175158747578,2.6134506826838857
0.00031622776601683794,0.4736457551442557,4.036221419382839,2.519471846834542
0.00042169650342858224,0.47540997861622747,3.43041119659831,2.4484683099349707
0.0005623413251903491,0.4771334470704876,2.9138535882665693,2.3949340900488774
0.0007498942093324559,0.4788349347925188,2.473744248416558,2.354386090500337
0.001,0.4805471729844943,2.0991123466909425,2.323225122870495
0.001333521432163324,0.4823271235469296,1.7806288534693209,2.298572674612943
0.0017782794100389228,0.48427375246009546,1.5104962160480573,2.2781039573432658
0.0023713737056616554,0.48655824579652546,1.2824646719347421,2.259890229496371
0.0031622776601683794,0.48947475254990713,1.0920612023993421,2.2422565148032763
0.004216965034285823,0.4935230004762273,0.9371727666589371,2.2236565780093485
0.005623413251903491,0.4995373767910289,0.8191184715004532,2.202565508612868
0.007498942093324558,0.5088746556341615,0.7439476474299317,2.1773911891025404
0.01,0.5236552618708272,0.722361681604706,2.1464090683548327
0.01333521432163324,0.5470053617797445,0.7656948421517613,2.1077297194367213
0.01778279410038923,0.5831658110477687,0.8799158862122164,2.059314715720526
0.023713737056616554,0.6372692105635677,1.0649088473128228,1.999061196101945
0.03162277660168379,0.7146587941807436,1.3186379354416615,1.9249750588818024
0.042169650342858224,0.8198801503706602,1.6395214032064942,1.8354415547193734
0.05623413251903491,0.9557009376747853,2.025572944995469,1.729575847191097
0.07498942093324558,1.1224436630339827,2.4723699665223284,1.6075968263132954
0.1,1.3176824446793571,2.9713686267730957,1.4711280008595362
0.1333521432163324,1.5362652408943145,3.5092352614093687,1.3233118395650842
0.1778279410038923,1.7706809960720757,4.068425895967866,1.1686484440597056
0.23713737056616552,2.011812188292552,4.628908427400208,1.012538762709149
0.31622776601683794,2.2500208695794788,5.170603227633274,0.8606063676145729
0.4216965034285822,2.476372649122907,5.675908548634922,0.7179535672432135
0.5623413251903491,2.6837104138778836,6.131669278836655,0.5885390500111841
0.7498942093324559,2.8673170452780656,6.530156540125538,0.4748243886434066
1.0,3.0250502606654504,6.868969695785075,0.3777400116376071
1.333521432163324,3.157015335771137,7.150100672725237,0.29691561617207046
1.7782794100389228,3.26496460672406,7.378576814090071,0.2310558535257693
2.371373705661655,3.351634096128609,7.561084975390451,0.17833811671879513
3.1622776601683795,3.420169529842035,7.704841558091236,0.13674761685330292
4.216965034285822,3.4737111699013434,7.816810548401525,0.10431404882116482
5.623413251903491,3.515141090646678,7.903252328642085,0.07925150686069558
7.498942093324558,3.546961107547908,7.969527860039738,0.0600222890355801
10.0,3.57126009902354,8.02007168009851,0.04534963289256128
