Epoch,Total,L_phy,rmse_fit,rmse_holdout,rmse_truth
0.0,13.191104888916016,13.19104290008545,3.4529981134335195,,7.78156725742089
5.0,0.7498728036880493,0.7428568005561829,1.7066220370007903,,3.7817252801740886
10.0,0.5179942846298218,0.5098170042037964,0.8905567038100132,,1.6715165781768546
15.0,0.553931474685669,0.5454658269882202,3.620571596876059,,4.186777292365028
20.0,0.44290661811828613,0.4344031810760498,3.178795801765979,,3.908869492847586
25.0,0.3967638611793518,0.38802778720855713,1.9048478981059271,,2.8080516561689146
30.0,0.5937066674232483,0.5841361880302429,3.5649111129082556,,4.131033665681039
35.0,0.40908434987068176,0.3996703028678894,2.053938248247109,,3.4993945490979597
40.0,0.3387373089790344,0.329081654548645,1.3614426597042677,,2.6549586296024708
45.0,0.24163226783275604,0.23219603300094604,1.7000527008390003,,3.361347579950132
50.0,0.22486315667629242,0.21479208767414093,1.8965904109120946,,3.6628794505833433
55.0,0.212734192609787,0.20245221257209778,1.3460914164196631,,2.377434075716738
60.0,0.21837513148784637,0.2083188146352768,1.008619680649157,,1.8260426057266659
65.0,0.25187328457832336,0.241685152053833,1.2797858193777079,,1.9787886481959198
70.0,0.2127809375524521,0.20284301042556763,0.6070884439686135,,0.8533094993861032
75.0,0.18148775398731232,0.17109760642051697,0.4867817845633494,,0.5644477268993033
80.0,0.1806243658065796,0.1701345145702362,0.6224529681904972,,0.6732669133704184
85.0,0.18358178436756134,0.17313818633556366,0.7413329063763536,,0.8640981484533893
90.0,0.1835269182920456,0.17308680713176727,0.8726539871602897,,0.9134374127189082
95.0,0.18438762426376343,0.17404785752296448,0.5078397588457145,,0.5155788573313852
100.0,0.1990407556295395,0.18863411247730255,0.3953827974803242,,0.4413535793442114
105.0,0.18060940504074097,0.17032454907894135,0.4256462595472243,,0.5269402263661914
110.0,0.19116587936878204,0.1809963881969452,0.5946938432000161,,0.6598320811507364
115.0,0.20661762356758118,0.1962900459766388,0.7820778407779267,,0.8247564268348315
120.0,0.18186697363853455,0.1715327650308609,0.3850707552750537,,0.4417766044981972
125.0,0.18115444481372833,0.17060911655426025,0.490887613569124,,0.6042887340902925
130.0,0.17297756671905518,0.16237442195415497,0.399119699208995,,0.5157028388709043
135.0,0.16917982697486877,0.15867005288600922,0.3689441270780973,,0.36499384908586274
140.0,0.16695532202720642,0.15647277235984802,0.34872412671070535,,0.2774642263426409
145.0,0.16539481282234192,0.15486741065979004,0.35416463428571726,,0.32376273904995684
150.0,0.16328755021095276,0.15273599326610565,0.38139365841239414,,0.4219600782717212
155.0,0.16218344867229462,0.15166042745113373,0.3967105296451814,,0.5005989945609021
160.0,0.16176863014698029,0.15125209093093872,0.4090859944191199,,0.5208126033385638
165.0,0.1615327149629593,0.15101096034049988,0.39668219925103243,,0.47691696384882865
170.0,0.1609947681427002,0.15046222507953644,0.37713875816074033,,0.41554856454222505
175.0,0.16040349006652832,0.14985783398151398,0.36594713452069916,,0.3933563379852995
180.0,0.16020576655864716,0.14965341985225677,0.3641324591220153,,0.3914796006179089
185.0,0.15983042120933533,0.14927098155021667,0.35798360586125255,,0.36029039356992004
190.0,0.16189046204090118,0.15132629871368408,0.3667334468407118,,0.35195928894376516
195.0,0.15968924760818481,0.1491469293832779,0.34146161394464486,,0.2750074740160137
200.0,0.1609063744544983,0.1503458023071289,0.3533287434091749,,0.28122365111502146
205.0,0.15892428159713745,0.1483498513698578,0.342507145861927,,0.2699883607060576
210.0,0.15913204848766327,0.14854736626148224,0.355216647880178,,0.2866786137405579
215.0,0.16086407005786896,0.15027885138988495,0.3552550815744919,,0.2648265631331883
220.0,0.16109859943389893,0.15053674578666687,0.417114747761272,,0.3748284233883716
225.0,0.15860077738761902,0.14800138771533966,0.34969926011196945,,0.2908731549094554
230.0,0.1597050577402115,0.14912620186805725,0.35300207895754326,,0.2789386231665353
235.0,0.15899817645549774,0.14839786291122437,0.3758334076248181,,0.31135882677881893
240.0,0.15886756777763367,0.14828729629516602,0.34332285977031246,,0.24999309295428776
245.0,0.15805713832378387,0.14743804931640625,0.3695693940454311,,0.29354782026268456
250.0,0.15692007541656494,0.14628027379512787,0.34593233776316684,,0.26598549592066517
255.0,0.15719348192214966,0.14659379422664642,0.34263637771583083,,0.2758308093393245
260.0,0.1623157560825348,0.15176276862621307,0.34836870084173527,,0.30083263378707714
265.0,0.15784303843975067,0.14724145829677582,0.3476508347552668,,0.2875204453423938
270.0,0.15881101787090302,0.14823105931282043,0.3459844512130161,,0.27740888024088295
275.0,0.15665194392204285,0.1459825485944748,0.34471703894345834,,0.2860532061234405
280.0,0.15708065032958984,0.14644621312618256,0.3530145343784849,,0.2750164795596571
285.0,0.1555856168270111,0.1449647694826126,0.35105011810930614,,0.2771726294935034
290.0,0.15827734768390656,0.1476462334394455,0.34540364029517495,,0.2526003888701022
295.0,0.15677426755428314,0.14612217247486115,0.4046396138147003,,0.3625048459351064
300.0,0.15538538992404938,0.144719660282135,0.341653826568425,,0.27412678636717214
305.0,0.15516819059848785,0.1445319503545761,0.35539116585481517,,0.28071096515936167
310.0,0.15508612990379333,0.14441490173339844,0.3393016025884912,,0.25253681060793803
315.0,0.154386967420578,0.14370863139629364,0.34357335373102343,,0.2552778246408625
320.0,0.15885698795318604,0.14818143844604492,0.42530373622678425,,0.3649767355500646
325.0,0.15423397719860077,0.14356966316699982,0.3393487944392734,,0.2576600078837428
330.0,0.1557072252035141,0.14504526555538177,0.3381585445311966,,0.24507673217372494
335.0,0.15595412254333496,0.14524833858013153,0.43328543184933127,,0.514760776019522
340.0,0.15835435688495636,0.1477273553609848,0.4412850035328297,,0.43161118095597106
345.0,0.15737494826316833,0.1467471867799759,0.3628363019955711,,0.3566495394920289
350.0,0.16057360172271729,0.1499156802892685,0.34032467510563186,,0.27437205557218847
355.0,0.1584627479314804,0.14782363176345825,0.3853858543583131,,0.3762622185788385
360.0,0.15384569764137268,0.1431812047958374,0.3495802822950886,,0.31732104710503484
365.0,0.1531323492527008,0.14246521890163422,0.35067291886445706,,0.3064798409787362
370.0,0.1527826488018036,0.1421033889055252,0.3383764949393905,,0.26469141752876696
375.0,0.15266799926757812,0.141938254237175,0.35110404940864653,,0.3405324157802697
380.0,0.15277057886123657,0.14207322895526886,0.351106682067554,,0.2757718184126711
385.0,0.15189436078071594,0.14121825993061066,0.34166589164519273,,0.2649424664048743
390.0,0.1525472104549408,0.1417923867702484,0.3526715451269457,,0.3047567971557202
395.0,0.17030081152915955,0.15961456298828125,0.40952655569777574,,0.38046751227521475
400.0,0.16465117037296295,0.1541071981191635,0.38402227224187285,,0.37420540763158505
405.0,0.15554159879684448,0.14490661025047302,0.38397897897172073,,0.34983822601734016
410.0,0.1532057523727417,0.14250312745571136,0.3745256173198717,,0.3648021787409313
415.0,0.15292948484420776,0.14223791658878326,0.3504925340809596,,0.3076140399352363
420.0,0.1518983244895935,0.14114074409008026,0.3558729372509563,,0.29423695017660834
425.0,0.15083324909210205,0.14010977745056152,0.3766662849593472,,0.326030845670341
430.0,0.15381619334220886,0.14305396378040314,0.35062092393300953,,0.2885316013969387
435.0,0.15142326056957245,0.14069384336471558,0.3504019509702401,,0.3107384195507449
440.0,0.15104873478412628,0.14030537009239197,0.35148046552494516,,0.30575084620717213
445.0,0.15207180380821228,0.1412895917892456,0.3476784724139407,,0.2906435218618761
450.0,0.1501925140619278,0.13939814269542694,0.33613870447628197,,0.27413293162217656
455.0,0.15301957726478577,0.14224575459957123,0.3512683837521568,,0.2992635895293659
460.0,0.15199504792690277,0.14124083518981934,0.3390435156023168,,0.2622196083093031
465.0,0.1510172039270401,0.1402454972267151,0.34094637097510005,,0.2876404651616355
470.0,0.1485397219657898,0.1377234309911728,0.34163784604995634,,0.32249607166995536
475.0,0.14917810261249542,0.13835832476615906,0.371003882892059,,0.38973747067329556
480.0,0.15191788971424103,0.14105099439620972,0.3586694221069576,,0.3184466487643844
485.0,0.16154447197914124,0.1508048176765442,0.3760336341312739,,0.3327094722206394
490.0,0.16034863889217377,0.149710014462471,0.3819430054129572,,0.358633917280727
495.0,0.15865929424762726,0.14790736138820648,0.3608395767141378,,0.38047541143652097
500.0,0.16610319912433624,0.1554895043373108,0.37614868358822046,,0.4016290687304256
505.0,0.21774424612522125,0.2071535587310791,0.4803749413297071,,0.773477293540806
510.0,0.1759338080883026,0.16545258462429047,0.4653655314604654,,0.7100093144759556
515.0,0.15864838659763336,0.1481127142906189,0.3934108111383823,,0.4924281869727799
520.0,0.15664444863796234,0.14593425393104553,0.5088759448007663,,0.5759654697615819
525.0,0.15272705256938934,0.14197741448879242,0.34107304144565226,,0.2846191260779584
530.0,0.15077929198741913,0.1400115042924881,0.3506267681457897,,0.30226751168300015
535.0,0.14924997091293335,0.13845373690128326,0.3520700254189469,,0.3340057331613591
540.0,0.14797259867191315,0.13715024292469025,0.341979049707512,,0.29012042035332797
545.0,0.14883434772491455,0.1380074918270111,0.3510751957641166,,0.3218143282266852
550.0,0.1506977379322052,0.13984175026416779,0.3465774259259182,,0.3123895045825688
555.0,0.14877988398075104,0.1380218118429184,0.36776707740789216,,0.32301073908782657
560.0,0.14725182950496674,0.1363871544599533,0.3363335343550224,,0.2769660930584014
565.0,0.14697225391864777,0.13612641394138336,0.3573410861540174,,0.36751586504835826
570.0,0.14599737524986267,0.13509535789489746,0.3422042996082217,,0.3104997231107766
575.0,0.1465931385755539,0.13568712770938873,0.34027227568440366,,0.297088888697216
580.0,0.1541711688041687,0.14325830340385437,0.37772654899432273,,0.4838636522456315
585.0,0.15400780737400055,0.14339913427829742,0.3493336361768496,,0.32711124292406885
590.0,0.14931584894657135,0.13858844339847565,0.36341155626150456,,0.33263047501547544
595.0,0.14767193794250488,0.13675741851329803,0.37716407526064194,,0.40279638397905965
599.0,0.14787578582763672,0.13701656460762024,0.36656639022732285,,0.40150814027619264
