Epoch,Total,L1,L2,Lbg,r_z1,r_z2,std_0
38.0,4.732879161834717,0.37608006596565247,3.7762644290924072,5.500298023223877,1.0243748531192527,2.533994125011582,5.660274982452393
39.0,4.734414577484131,0.40009936690330505,3.67099928855896,6.334540367126465,0.9740345073964691,1.9775622717335948,5.25320291519165
40.0,4.643757343292236,0.4042181074619293,3.5661582946777344,6.436291694641113,0.8573879582570612,2.211742883491864,5.704911708831787
41.0,4.701252460479736,0.6819797158241272,3.324251651763916,6.652392387390137,0.757266494525212,1.849799944105805,5.487344264984131
42.0,4.499218463897705,0.4910423755645752,3.3792452812194824,5.985738754272461,0.8137116062129209,1.8330390057132881,5.459132671356201
43.0,4.529397487640381,0.4775199592113495,3.3498330116271973,6.724724292755127,0.7768586288239324,1.8920359824265742,5.314447402954102
44.0,4.447689533233643,0.5024607181549072,3.284806728363037,6.305270671844482,0.7717028822929916,1.838588543075673,5.4446702003479
45.0,4.45704460144043,0.5948411226272583,3.2301104068756104,6.019181251525879,0.6999606328397827,1.980940548459002,5.828697204589844
46.0,4.544363975524902,0.4716671109199524,3.4326415061950684,6.109377861022949,0.8004504413584794,1.8985886013888953,5.524442672729492
47.0,4.430378437042236,0.4333495795726776,3.3194639682769775,6.483866214752197,1.1124348351829312,1.837683119393248,4.750128746032715
48.0,4.530307292938232,0.6160041689872742,3.1790664196014404,7.044301509857178,1.0581313761874058,1.8605861047483598,4.837678909301758
49.0,4.550489902496338,0.6374233961105347,3.1542131900787354,7.27153205871582,0.7941107530754743,1.764563408759657,5.641646862030029
50.0,4.353774547576904,0.5650739669799805,3.060659170150757,6.965667724609375,0.7071093822537737,1.9171171080538745,6.163453102111816
51.0,4.249147891998291,0.4314851462841034,3.1722490787506104,6.133405685424805,0.7491481770626945,1.8966144634095612,5.991778373718262
52.0,4.262302398681641,0.5531059503555298,3.076824903488159,5.997193336486816,0.7353796497542641,1.785019373350244,5.786597728729248
53.0,4.149354457855225,0.5169295072555542,2.979681968688965,6.207935810089111,0.8340523257969293,1.879337347286606,5.778573513031006
54.0,4.141790390014648,0.4702596366405487,2.9312937259674072,7.096329689025879,0.9254096549811199,1.6746489438032015,5.344217777252197
55.0,4.241969585418701,0.5521103143692017,2.9445931911468506,7.1431193351745605,0.9470884646799885,1.6839040924560276,5.4729814529418945
56.0,4.117326736450195,0.7375205159187317,2.5892693996429443,7.5969438552856445,0.7965236247103915,1.6557961940332757,5.681778430938721
57.0,4.00094747543335,0.5486814975738525,2.752472162246704,6.682000637054443,0.7595119980282499,1.7806545471816644,6.001368522644043
58.0,4.027429103851318,0.49064525961875916,2.8340444564819336,6.707620143890381,0.8001462628387602,1.7595467351294207,5.840378284454346
59.0,3.9804131984710693,0.5176260471343994,2.7806882858276367,6.4883809089660645,0.7890181172643314,1.8006008699173128,5.922954082489014
60.0,3.992224931716919,0.6209593415260315,2.5924019813537598,7.459966659545898,0.8258952714771716,1.7627715784636075,5.81535005569458
61.0,3.9297080039978027,0.511713981628418,2.6859657764434814,6.981489181518555,0.8520393296289016,1.6510030319954896,5.908645153045654
62.0,3.9302031993865967,0.528215765953064,2.626800537109375,7.412014961242676,0.8609588494411757,1.609234275355314,5.895285606384277
63.0,3.8605363368988037,0.510688304901123,2.6246016025543213,6.907949447631836,0.8939715106649838,1.8200237529060193,5.936090469360352
64.0,4.097748279571533,0.7390071749687195,2.547302484512329,7.782657623291016,0.8946362756341324,1.7099393108533878,5.808814525604248
65.0,3.9157800674438477,0.5908281803131104,2.5720057487487793,7.192007541656494,0.8445052881795114,1.6906178105132763,6.027699947357178
66.0,3.929892063140869,0.49756136536598206,2.7035932540893555,6.951554775238037,0.7769966282245123,1.7043519061574488,6.1180500984191895
67.0,3.865325927734375,0.4804859161376953,2.6757328510284424,6.7563958168029785,0.7934687893717222,1.6084445565269718,5.74575662612915
68.0,3.8580713272094727,0.6568591594696045,2.463373899459839,7.035412788391113,0.8104274682476535,1.6577531859060657,5.716177463531494
69.0,4.020146369934082,0.6931068301200867,2.5416507720947266,7.5099077224731445,0.7370643736504618,1.6406892118590775,5.959524154663086
70.0,3.769214153289795,0.47293195128440857,2.579469680786133,6.820173740386963,0.8400183821125514,1.6852544511000682,6.001145362854004
71.0,3.8907461166381836,0.6604132056236267,2.409393072128296,7.8672614097595215,0.8372799483327957,1.6816364368375556,5.944998264312744
72.0,3.9805657863616943,0.6222448348999023,2.5446534156799316,7.797237873077393,0.7043904937163563,1.6009582896025094,5.7906622886657715
73.0,3.8358404636383057,0.34590497612953186,2.7901504039764404,6.662220001220703,0.8150272500721021,1.5453370159044475,5.633630275726318
74.0,3.810352087020874,0.587754487991333,2.4670090675354004,7.2196431159973145,0.7986565715082443,1.611419372344467,5.7683024406433105
75.0,3.8309454917907715,0.7862315773963928,2.256221055984497,7.542031288146973,0.793675087965307,1.6788691443687493,6.075469970703125
76.0,3.758556842803955,0.6415339112281799,2.3291380405426025,7.53643274307251,0.7407954466369674,1.5784364820120804,6.03084659576416
77.0,3.7206761837005615,0.5089507102966309,2.4358417987823486,7.410971641540527,0.7576827183044776,1.526912224533855,5.845196723937988
78.0,3.7176692485809326,0.45321011543273926,2.515514373779297,7.139205455780029,0.7811835717563708,1.601710649459742,5.822210788726807
79.0,3.8254361152648926,0.5939380526542664,2.4064090251922607,7.915842533111572,0.8134314289196736,1.5095774205871781,5.639474868774414
80.0,3.7314260005950928,0.6604764461517334,2.2364308834075928,8.004329681396484,0.8000846269256444,1.6180961023696037,5.680428504943848
81.0,3.752765417098999,0.5519856810569763,2.4126830101013184,7.525045871734619,0.7170388090948244,1.5660896409261311,5.9218316078186035
82.0,3.7761383056640625,0.4423004388809204,2.573056697845459,7.252830505371094,0.6835806867272074,1.600561363062486,6.093623161315918
83.0,3.7340431213378906,0.4283708930015564,2.5543248653411865,7.161607265472412,0.7270816467003138,1.5485880442953812,5.9149651527404785
84.0,3.7022485733032227,0.6272563338279724,2.3152756690979004,7.242137908935547,0.7680109043564881,1.4988485005801815,5.757701396942139
85.0,3.735929012298584,0.7994654774665833,2.118469476699829,7.826797008514404,0.7248277213336647,1.5324652879913774,5.773818016052246
86.0,3.62713623046875,0.6213633418083191,2.156787395477295,8.142449378967285,0.6471828381827042,1.5503766981666036,5.800349712371826
87.0,3.5880024433135986,0.4106418490409851,2.398648738861084,7.436656951904297,0.7819893376572157,1.5223409126955043,5.647812366485596
88.0,3.5744376182556152,0.6203904747962952,2.140545606613159,7.783546447753906,0.7253651486368634,1.5215304939550445,5.861996650695801
89.0,3.581684112548828,0.5540072321891785,2.187481641769409,8.054458618164062,0.7348988245974667,1.5454538798949813,5.768072605133057
90.0,3.584054946899414,0.5449633002281189,2.2077927589416504,7.951061725616455,0.7292066222949409,1.468360321144817,5.817635536193848
91.0,3.5507619380950928,0.5880776643753052,2.113483190536499,8.12614631652832,0.6720944843177629,1.5928135346695196,6.021122932434082
92.0,3.534379482269287,0.49037647247314453,2.2812609672546387,7.263627052307129,0.6653747374715259,1.6183825753153487,5.779003143310547
93.0,3.5275707244873047,0.5902523994445801,2.1520187854766846,7.4838433265686035,0.715048063419888,1.5003362704977496,5.652927398681641
94.0,3.6035845279693604,0.5893077850341797,2.1053860187530518,8.730749130249023,0.7428354263218213,1.4760876368756064,5.527473449707031
95.0,3.5896856784820557,0.5370312929153442,2.1421830654144287,8.74648380279541,0.7241606949673213,1.7053926266379928,5.510556221008301
96.0,3.7479214668273926,0.4906441271305084,2.4683990478515625,7.519220352172852,0.7173424917731752,1.6683800283119234,5.614105701446533
97.0,3.843371868133545,0.5008734464645386,2.6096532344818115,6.958566188812256,0.6876687621554791,1.5995738320294237,5.802696704864502
98.0,3.6078531742095947,0.4940730035305023,2.383683443069458,6.939202308654785,0.7703728945151569,1.560055723437747,5.706698417663574
99.0,3.666874885559082,0.5896775722503662,2.2216320037841797,8.199243545532227,0.8634802054920624,1.6695770257751588,5.560835361480713
100.0,3.760436534881592,0.6486576795578003,2.212210178375244,8.63485336303711,0.6528317520477649,1.7131454844810243,5.609996318817139
101.0,3.6156578063964844,0.5236758589744568,2.26479434967041,7.905308723449707,0.6802419715710603,1.6295196125141718,5.866924285888672
102.0,3.6000185012817383,0.579538106918335,2.2356014251708984,7.488227844238281,0.677015758954216,1.7680778924609624,6.129207134246826
103.0,3.6090996265411377,0.5547342896461487,2.2808260917663574,7.382705211639404,0.7274750533721673,1.600586961268974,6.0128583908081055
104.0,3.5958597660064697,0.5801417827606201,2.24338436126709,7.371184825897217,0.8270595751765711,1.5523740142927036,5.60875129699707
105.0,3.565554141998291,0.5674708485603333,2.180493116378784,7.815740585327148,0.8338497685376743,1.6121312832377315,5.4886674880981445
106.0,3.6263363361358643,0.5684142708778381,2.178891181945801,8.427525520324707,0.7176454686868685,1.4782187955651906,5.6601176261901855
107.0,3.55185866355896,0.5000835061073303,2.1353681087493896,8.807503700256348,0.6430490824314287,1.5764352862808413,5.871162414550781
108.0,3.5284578800201416,0.5000031590461731,2.1510584354400635,8.420999526977539,0.6601733953821303,1.5834350975221454,5.857301235198975
109.0,3.49310564994812,0.6042804718017578,2.079084873199463,7.737059593200684,0.7369450986450274,1.5209060268257115,5.771266460418701
110.0,3.479550361633301,0.6688652038574219,2.021369457244873,7.5244622230529785,0.6851164128153563,1.5105781613748024,5.893197536468506
111.0,3.457946300506592,0.49690860509872437,2.1592679023742676,7.648837089538574,0.6759665782091168,1.4752925315849106,5.905849933624268
112.0,3.4528300762176514,0.4145706295967102,2.21292781829834,7.879871845245361,0.8106500691001669,1.4349142156246681,5.735044956207275
113.0,3.4685232639312744,0.7390786409378052,1.8155295848846436,8.758123397827148,0.757865778756946,1.4715877543799976,5.886845588684082
114.0,3.4273619651794434,0.6597695350646973,1.8820058107376099,8.476906776428223,0.7007731920996243,1.456601451273582,5.921065330505371
115.0,3.463876724243164,0.39895421266555786,2.261035203933716,7.655109405517578,0.7631828115430309,1.4172118452823024,5.927660942077637
116.0,3.4871599674224854,0.46834275126457214,2.174376964569092,8.061378479003906,0.7878436216171891,1.3958691513594756,5.899760723114014
117.0,3.418698310852051,0.5268243551254272,2.0244204998016357,8.290643692016602,0.760349038716883,1.6136354269344213,6.016766548156738
118.0,3.5743978023529053,0.5382229685783386,2.198845624923706,7.98816442489624,0.759575557819039,1.714914070390478,6.141132354736328
119.0,3.8102571964263916,0.6623331308364868,2.301926374435425,8.075789451599121,0.7048967898755495,1.6443293518058681,6.149265289306641
120.0,3.6436829566955566,0.6891244649887085,2.0845768451690674,8.313702583312988,0.7655136833582907,1.5032018788684647,6.028475761413574
121.0,3.4767863750457764,0.6464400887489319,1.9605621099472046,8.308205604553223,0.7828661274771234,1.384220002369475,6.017699718475342
122.0,3.4745447635650635,0.5410717129707336,2.0903120040893555,8.042746543884277,0.7626564777088677,1.3989473658143439,6.220606327056885
123.0,3.5221168994903564,0.40030568838119507,2.3030998706817627,7.805297374725342,0.7764935521833897,1.4680710655464357,6.325037956237793
124.0,3.5449676513671875,0.40659859776496887,2.296715497970581,8.039192199707031,0.7979617101188805,1.4124692833381989,6.1821980476379395
125.0,3.4327096939086914,0.5214353799819946,2.0127439498901367,8.603574752807617,0.710601187976315,1.4642432004198886,5.97153377532959
126.0,3.4399094581604004,0.5956322550773621,1.9512743949890137,8.537870407104492,0.6518905009989153,1.5608703622417472,6.054873943328857
127.0,3.500117778778076,0.5842053890228271,2.041578531265259,8.35175895690918,0.6229609658980072,1.621792189862918,6.085709571838379
128.0,3.454667806625366,0.5581840872764587,2.065680503845215,7.915739059448242,0.6573046084206663,1.5383503267420522,5.887638568878174
129.0,3.4133260250091553,0.5630555748939514,2.019897699356079,7.907666206359863,0.729385939113188,1.4091874290640019,5.830929756164551
130.0,3.3834710121154785,0.5682626962661743,1.9369158744812012,8.390406608581543,0.734264650638667,1.3841500088997962,5.910851955413818
131.0,3.3740174770355225,0.4860139489173889,2.022808074951172,8.256307601928711,0.7152701733186254,1.427675999022033,6.062722682952881
132.0,3.3691749572753906,0.505136251449585,1.9832960367202759,8.414908409118652,0.7169000378742817,1.4095731601476813,5.9830169677734375
133.0,3.3789446353912354,0.553657591342926,1.9388220310211182,8.469390869140625,0.7631613683013109,1.403734401367356,5.875053882598877
134.0,3.3947010040283203,0.5766370296478271,1.8976460695266724,8.807303428649902,0.7133217302618463,1.4548915476568434,5.807270526885986
135.0,3.3834142684936523,0.5621204972267151,1.9355595111846924,8.450516700744629,0.6688907238972468,1.4878763614549193,6.02443265914917
136.0,3.3933799266815186,0.5340487360954285,2.0041024684906006,8.149515151977539,0.6296507443414453,1.510236431504755,6.093381404876709
137.0,3.3798766136169434,0.4764862656593323,2.077662229537964,7.85815954208374,0.7170752632609962,1.470708685225106,5.83796501159668
138.0,3.376950740814209,0.539299726486206,1.9757927656173706,8.217190742492676,0.8039863754228773,1.4008411907703475,5.753228664398193
139.0,3.4104979038238525,0.6287403702735901,1.8580732345581055,8.837553024291992,0.7653572328129398,1.3936441366453713,5.92067813873291
140.0,3.386240243911743,0.5846245288848877,1.8535090684890747,9.087675094604492,0.7321049697856522,1.3945647294995949,6.035045146942139
141.0,3.361469030380249,0.5045534372329712,1.9521901607513428,8.653404235839844,0.714641347312753,1.3795163716758148,6.014842987060547
142.0,3.3761372566223145,0.48764801025390625,2.0227887630462646,8.256818771362305,0.7266445877084976,1.381635788035775,6.022519588470459
143.0,3.3302695751190186,0.5488308072090149,1.9168031215667725,8.244333267211914,0.7431561853707018,1.4217624720747444,5.933269023895264
144.0,3.3625969886779785,0.5944662094116211,1.8642069101333618,8.633442878723145,0.7233441299112485,1.4097465610606714,5.820934295654297
145.0,3.343836545944214,0.5619745850563049,1.8880163431167603,8.525534629821777,0.648439652868136,1.4773739485469697,5.9358229637146
146.0,3.3518741130828857,0.460448294878006,2.027066469192505,8.230266571044922,0.644564937695703,1.4688162797569917,6.1210618019104
147.0,3.3320138454437256,0.4929831922054291,1.9597642421722412,8.383563995361328,0.7424131761569832,1.4157164567560347,6.000641345977783
148.0,3.3328444957733154,0.629950761795044,1.7788640260696411,8.828021049499512,0.72357358296019,1.3873844912798086,5.8857879638671875
149.0,3.317866325378418,0.5438803434371948,1.8706895112991333,8.619315147399902,0.6912149795879469,1.4008427060893416,6.026649475097656
150.0,3.3331494331359863,0.4592675566673279,1.9771851301193237,8.560869216918945,0.740004534338382,1.3697255993328348,5.965610980987549
151.0,3.303145170211792,0.5838516354560852,1.8029658794403076,8.751641273498535,0.6908377629538637,1.413325312235082,6.043911933898926
152.0,3.3293673992156982,0.5185661315917969,1.9026528596878052,8.673295974731445,0.6758981442120773,1.425329092462324,5.976603984832764
153.0,3.311248302459717,0.5050808787345886,1.9286854267120361,8.359953880310059,0.7312216224969744,1.439496745819648,6.043762683868408
154.0,3.362457036972046,0.6209651231765747,1.8393150568008423,8.602465629577637,0.6836862118878185,1.4207654810415764,6.052551746368408
155.0,3.3145315647125244,0.5156379342079163,1.899347186088562,8.577381134033203,0.7538131272712945,1.4573694808388662,5.930775165557861
156.0,3.4650323390960693,0.5541456341743469,1.9884456396102905,8.809849739074707,0.7886978750405554,1.422470752007334,5.968790054321289
157.0,3.516692876815796,0.6080288290977478,1.988076090812683,8.794086456298828,0.7405236109154929,1.3755648923820083,6.087188720703125
158.0,3.3098599910736084,0.5462418794631958,1.891230583190918,8.313515663146973,0.7224151612916833,1.4221885623526989,6.109384059906006
159.0,3.450446367263794,0.4989365339279175,2.0859475135803223,8.244135856628418,0.7031201746708189,1.4523219992706697,6.122912406921387
160.0,3.4446680545806885,0.48817142844200134,2.059931755065918,8.559292793273926,0.7073299371658999,1.4137601053432105,6.02044677734375
161.0,3.33762788772583,0.5473483800888062,1.845450520515442,9.045286178588867,0.7640988675225052,1.4221688501909782,5.923070907592773
162.0,3.438455581665039,0.6410510540008545,1.8767516613006592,8.799095153808594,0.7265437318497963,1.4203071352336618,6.034675121307373
163.0,3.39313006401062,0.5494604706764221,1.9904066324234009,8.125500679016113,0.7041660567962672,1.4538233140252508,6.244225025177002
164.0,3.3462092876434326,0.47223716974258423,2.0358493328094482,7.977113723754883,0.7330241422530588,1.4336454252247026,6.216501712799072
165.0,3.3794426918029785,0.5035716891288757,2.018087863922119,8.170265197753906,0.7708903398792566,1.3746087529085658,5.956761837005615
166.0,3.3946645259857178,0.5787404179573059,1.9077351093292236,8.669440269470215,0.7818431679244368,1.374286413650536,5.849154949188232
167.0,3.3522541522979736,0.6185318231582642,1.776044487953186,9.167659759521484,0.720647082449945,1.4042735565939237,5.978206634521484
168.0,3.3660149574279785,0.5606682896614075,1.8402680158615112,9.249215126037598,0.6841640556095409,1.4226153571097713,6.052399158477783
169.0,3.337792158126831,0.49614015221595764,1.9407587051391602,8.60685920715332,0.6902437357706747,1.4390547749085794,6.050443172454834
170.0,3.3886001110076904,0.5034338235855103,2.050576686859131,7.936165809631348,0.6948567190367128,1.4076432042384077,6.152734756469727
171.0,3.352327346801758,0.5304479598999023,1.9955631494522095,7.850381851196289,0.6859496123462483,1.497869176429082,6.288589954376221
172.0,3.361015796661377,0.550559401512146,1.924761414527893,8.44699764251709,0.6972094835926579,1.449448351703581,6.182161331176758
173.0,3.3725998401641846,0.5631217360496521,1.8855235576629639,8.829367637634277,0.7072376624267476,1.412254150582064,5.935554027557373
174.0,3.3221371173858643,0.5490732192993164,1.8539263010025024,8.776978492736816,0.6946482690290966,1.4172366998179842,5.906708240509033
175.0,3.3178744316101074,0.5581179261207581,1.8400626182556152,8.782904624938965,0.6785507262660413,1.4380151116912672,6.102026462554932
176.0,3.3065645694732666,0.54147869348526,1.8490362167358398,8.75220775604248,0.665762517540461,1.4461277727372395,6.193872928619385
177.0,3.304697036743164,0.49368971586227417,1.932718276977539,8.374961853027344,0.6886143364748055,1.4061262206004637,6.062542915344238
178.0,3.335496664047241,0.5006733536720276,1.9753550291061401,8.179662704467773,0.7109637547280702,1.3799512333866184,6.031167507171631
179.0,3.3226146697998047,0.5448034405708313,1.89501953125,8.410659790039062,0.7130595665729859,1.3977775993134087,6.131499767303467
180.0,3.3118908405303955,0.5820291042327881,1.7943543195724487,8.942011833190918,0.6971910899775026,1.4048391524502761,6.151141166687012
181.0,3.309443473815918,0.5588390231132507,1.8101987838745117,8.991344451904297,0.684810583062519,1.4197454949056523,6.062930583953857
182.0,3.2998013496398926,0.5068295001983643,1.8905290365219116,8.606254577636719,0.6745899126972974,1.4220535066548208,6.066720485687256
183.0,3.3017005920410156,0.5058242082595825,1.9063184261322021,8.475415229797363,0.6712272535522225,1.4300544082119304,6.157926082611084
184.0,3.295179605484009,0.5260453820228577,1.8633428812026978,8.64047908782959,0.6767786901080032,1.4217425860677266,6.135736465454102
185.0,3.2927913665771484,0.5360406637191772,1.8535507917404175,8.614327430725098,0.6931889233264021,1.4110583906995073,6.022808074951172
186.0,3.288285970687866,0.5315477848052979,1.870313286781311,8.442553520202637,0.7037499568284533,1.3863871180299878,6.059421062469482
187.0,3.2768101692199707,0.5437552332878113,1.8271913528442383,8.636475563049316,0.6958948331004696,1.415079978702818,6.2204718589782715
188.0,3.307692766189575,0.5477205514907837,1.8140535354614258,9.040496826171875,0.6899376792387192,1.4077521768614356,6.227545261383057
189.0,3.3058578968048096,0.5244836211204529,1.8381425142288208,9.013504981994629,0.6952314675672574,1.3890408613064422,6.086002826690674
190.0,3.276747226715088,0.49626588821411133,1.8757188320159912,8.62544059753418,0.6957622284887385,1.3874352627486435,6.023324012756348
191.0,3.269716262817383,0.5208299160003662,1.8506264686584473,8.560556411743164,0.7003419230131496,1.4122037367499831,6.103567600250244
192.0,3.297527551651001,0.5623207092285156,1.8124427795410156,8.80882740020752,0.6984657842552681,1.4062643124242307,6.099660873413086
193.0,3.290093183517456,0.5549247860908508,1.816388726234436,8.767847061157227,0.699746309058244,1.4074586804920435,6.015501022338867
194.0,3.2774972915649414,0.5181264877319336,1.864682674407959,8.521989822387695,0.6982529289388784,1.3924202927163696,6.034040451049805
195.0,3.2672502994537354,0.5185582637786865,1.8453586101531982,8.608599662780762,0.6981951912908683,1.403329095450185,6.14364767074585
196.0,3.2972030639648438,0.5378683805465698,1.8216674327850342,8.956830978393555,0.7031135843605,1.3883188080505364,6.132305145263672
197.0,3.2917115688323975,0.5306753516197205,1.8237779140472412,8.953300476074219,0.7142585089750593,1.3692546502484746,6.011041641235352
198.0,3.2687056064605713,0.510296106338501,1.8514481782913208,8.646110534667969,0.7197083434148924,1.3728749854719775,6.011783123016357
199.0,3.2648048400878906,0.5305331945419312,1.8305046558380127,8.612531661987305,0.7046944500059671,1.3957764508068944,6.112279415130615
200.0,3.2818963527679443,0.5502615571022034,1.8086938858032227,8.807040214538574,0.6959091930173028,1.396156539100038,6.0896897315979
201.0,3.2735366821289062,0.5348072052001953,1.821786880493164,8.746499061584473,0.7072464216363831,1.404076102658294,5.972564697265625
202.0,3.274003744125366,0.5128523707389832,1.863468885421753,8.549708366394043,0.71697375604108,1.37722718409923,5.982878684997559
203.0,3.263587713241577,0.5233049392700195,1.8328219652175903,8.647828102111816,0.7121978644399521,1.377304471735524,6.105268955230713
204.0,3.2808260917663574,0.5413671731948853,1.8018913269042969,8.953396797180176,0.7090860806950933,1.3687885055133813,6.098280429840088
205.0,3.271746873855591,0.5286569595336914,1.8099075555801392,8.909795761108398,0.7141953369450325,1.3853663445453541,5.9801530838012695
206.0,3.2710282802581787,0.509052574634552,1.8582074642181396,8.611727714538574,0.7100430808082415,1.3827912874722101,5.982785701751709
207.0,3.2596466541290283,0.5208993554115295,1.8365294933319092,8.596158027648926,0.7032931844807317,1.394834693739204,6.076852798461914
208.0,3.2817704677581787,0.5537903308868408,1.7989078760147095,8.867718696594238,0.7027803050987425,1.387339082781807,6.05792236328125
209.0,3.2730400562286377,0.5484411120414734,1.796976923942566,8.851901054382324,0.7061241506148072,1.4001035979686232,5.965044021606445
210.0,3.267512798309326,0.5125099420547485,1.8525805473327637,8.595171928405762,0.704995609189508,1.3842646306292097,6.001666069030762
211.0,3.261378288269043,0.5052257776260376,1.8526802062988281,8.606108665466309,0.7077361319033412,1.3830174602457896,6.11700963973999
212.0,3.27410888671875,0.5402746796607971,1.8010501861572266,8.90346622467041,0.7113070550813985,1.3714749852068289,6.091315746307373
213.0,3.2697341442108154,0.5452619194984436,1.7891757488250732,8.928544044494629,0.7077855824602949,1.3836818923464682,5.968774795532227
214.0,3.261155605316162,0.5133143663406372,1.8382019996643066,8.668122291564941,0.6960531729282275,1.3875406227800904,5.980217933654785
215.0,3.2566704750061035,0.5077840089797974,1.8418384790420532,8.642435073852539,0.6979973156306886,1.3978538734959027,6.092523574829102
216.0,3.2716991901397705,0.5466532707214355,1.793844223022461,8.886872291564941,0.7036398884590593,1.387103782095122,6.087125778198242
217.0,3.266909122467041,0.54838627576828,1.7891180515289307,8.86759090423584,0.7081676164002778,1.3854136871819187,5.982422351837158
