alpha,rmse_fit,rmse_truth,amp_ratio
0.0001,0.8887827940745062,52.79252934691419,13.974452983731076
0.0001333521432163324,0.9307411226492163,46.07983364433313,12.248283908886378
0.00017782794100389227,0.97150289306678,40.22462956689109,10.749689993580784
0.00023713737056616554,1.011279889750249,35.11045017692944,9.448704032298222
0.00031622776601683794,1.050269201012629,30.6341661869012,8.318908291918172
0.00042169650342858224,1.0886346808603728,26.70734680588835,7.337777734365318
0.0005623413251903491,1.1264874602125683,23.25658889527997,6.48672244128763
0.0007498942093324559,1.1638725692055891,20.222564612153565,5.750753262203727
0.001,1.2007711233698777,17.557652032736588,5.117738088505485
0.001333521432163324,1.2371234863991756,15.222578639268919,4.577382336309246
0.0017782794100389228,1.272869378440062,13.183040416881964,4.1202188664206325
0.0023713737056616554,1.3079934147329297,11.407282819819292,3.736894655274541
0.0031622776601683794,1.3425653892140395,9.865109720316028,3.4178844187260005
0.004216965034285823,1.3767737618996896,8.528114117802337,3.153560011792699
0.005623413251903491,1.4109625808492412,7.370536323359145,2.9344290134139666
0.007498942093324558,1.445690275188919,6.370203609274576,2.751369509708044
0.01,1.4818299396471495,5.509340010231743,2.59577860371246
0.01333521432163324,1.5207241362615669,4.775404416345677,2.4596411799053146
0.01778279410038923,1.5643883694958614,4.16232038896586,2.335571443666127
0.023713737056616554,1.6157204646775711,3.6722895268840805,2.216885471621259
0.03162277660168379,1.6786138988273307,3.317382657910778,2.09774650548868
0.042169650342858224,1.7578089756254374,3.11788433134945,1.973397188421512
0.05623413251903491,1.8583049857378868,3.09305628612041,1.8404575798891787
0.07498942093324558,1.9842816539385992,3.2461404508735274,1.6972279348723087
0.1,2.137756256097867,3.5564022662769363,1.5439009069900234
0.1333521432163324,2.3174733132849097,3.9858196649096196,1.3825765450495147
0.1778279410038923,2.518540186521551,4.491203709793922,1.2170018811725272
0.23713737056616552,2.733016823077851,5.032117010371013,1.0520267820069702
0.31622776601683794,2.9512637361879333,5.574201071078344,0.8928586433675525
0.4216965034285822,3.163594921021977,6.090494272235011,0.7442746046086786
0.5623413251903491,3.36175218631274,6.561964366297525,0.6099750595508177
0.7498942093324559,3.539855008677071,6.97735782500246,0.4922182194887639
1.0,3.694704170984539,7.332300264202034,0.39177844927103606
1.333521432163324,3.825531824533216,7.6278054994685265,0.3081683831723328
1.7782794100389228,3.933420052485541,7.868536828179504,0.24000459932740156
2.371373705661655,4.020623252655269,8.061173320581348,0.18539531930923558
3.1622776601683795,4.089963713770958,8.213110941160455,0.1422674839314533
4.216965034285822,4.144380640608792,8.331574613946858,0.10859860634798489
5.623413251903491,4.186642954983067,8.423104295242783,0.08255477247728356
7.498942093324558,4.21919796716862,8.493325015468288,0.06255434220415505
10.0,4.2441161806351335,8.546903837857043,0.047281267219862505
